Name,Free Qty,Pledged Qty,Day Change %,LTP,Quantity,Day Change,Current Value,Source Name,Display Name,Symbol,Yahoo Ticker,Theme,Portfolio Bucket,Ticker Confidence,Ticker Note,Day P&L,Previous Close,P&L Matched,P&L Lots,P&L Quantity,Costed Quantity,Uncosted Quantity,Known Cost Value,Average Recorded Cost,Broker Unrealized P&L,Return on Recorded Cost %,Cost Basis Coverage %,Quantity Reconciliation %,Cost Basis Status,Cost Basis Note,Price Source,Quote Status,Quote Note,Weight %,Technical As Of,Technical Downloaded,Technical Status,Technical Score,Technical Note,RS Trend,RS vs 50D %,RS 3M %,RS Leader,RSI 14,P&F Signal,Above 50DMA,Above 200DMA,50DMA Distance %,200DMA Distance %,52W High Distance %,Technical Error,Session Volume,Volume vs 20D,Price Date,Price Timestamp,Quote Type,Intraday Alert,Last Refreshed
AVALON,50.0,0.0,6.110874409099321,2059.39990234375,50.0,118.599853515625,102969.9951171875,AVALON,Avalon Technologies,AVALON,AVALON.NS,Electronics Manufacturing,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,5929.99267578125,1940.800048828125,True,1,50,50,0.0,97978.805,1959.58,-783.8,-0.8,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",AVALON.NS,Updated,,2.3023160034541745,2026-08-17,True,Leader / hold,100,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,"[100.0,100.25,101.34,101.22,100.51,105.17,105.02,104.48,104.32,107.06,107.4,103.53,103.76,103.32,104.93,101.48,104.07,99.26,101.53,102.24,109.58,112.35,108.15,116.35,128.46,125.15,123.6,123.0,119.4,125.06,124.57,127.2,136.62,136.74,137.59,139.78,134.48,137.67,141.93,137.18,142.79,143.96,154.87,152.63,153.8,155.19,147.13,151.81,159.52,164.18,161.19,160.99,161.75,160.6,158.03,162.31,161.35,162.48,166.3,167.2,165.45,165.01,164.18,158.76,149.88,151.28,158.15,159.84,155.32,158.66,152.05,160.46,156.97,160.66,160.55,157.32,148.97,151.4,159.34,156.27,161.81,163.39,159.84,176.56,171.63,172.81,174.68,171.32,173.52,183.94]",14.847091239054766,48.81928366328185,True,69.37,Bullish P&F breakout,True,True,17.32440065998628,69.70447762662371,0.0,,879242.0,2.066215616173193,2026-08-17,2026-08-17 15:30 IST,Yahoo 5-minute quote,Exceptional move (+6.11%) on 2.1x 20-day volume,2026-08-17T17:15+05:30
ICICIBANK,50.0,0.0,-0.1199683254675343,1415.300048828125,50.0,-1.699951171875,70765.00244140625,ICICIBANK,ICICI Bank,ICICIBANK,ICICIBANK.NS,Banking,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-84.99755859375,1417.0,True,1,50,50,0.0,52353.945,1047.08,18301.06,34.96,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",ICICIBANK.NS,Updated,,1.582241481316032,2026-08-17,True,Leader / hold,100,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,"[100.0,99.74,100.45,101.44,99.06,100.92,103.94,101.39,100.56,99.42,100.31,102.21,100.7,99.97,99.49,97.11,95.23,94.48,93.99,93.97,92.46,92.5,91.18,90.12,90.99,91.34,90.45,90.16,90.49,91.03,89.5,88.8,89.43,90.85,91.92,90.56,90.03,90.22,90.11,89.12,90.75,91.06,92.17,92.16,92.85,95.52,98.08,97.54,95.27,95.18,95.08,95.16,95.36,95.43,95.29,97.53,99.09,99.47,98.17,97.82,98.75,99.69,100.33,99.47,98.5,97.18,97.45,97.87,98.29,98.62,99.04,101.17,101.66,101.85,101.63,101.24,99.98,99.85,99.9,101.04,101.14,100.81,101.85,99.04,99.1,98.88,98.79,96.86,98.29,98.07]",0.16696409858958372,8.418396979954078,True,49.95,Bullish P&F breakout,True,True,2.0325887082935923,5.620610357616718,-3.0616404912243156,,5231471.0,0.4220424706721816,2026-08-17,2026-08-17 15:15 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
INDNIPPON,100.0,0.0,1.3621838936301425,1138.5,100.0,15.300048828125,113850.0,INDNIPPON,India Nippon Electricals,INDNIPPON,INDNIPPON.NS,Auto Components,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,1530.0048828125,1123.199951171875,True,1,100,100,0.0,118231.93,1182.32,-5931.93,-5.02,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",INDNIPPON.NS,Updated,,2.5455830768462917,2026-08-17,True,Risk review,55,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bearish breakdown,"[100.0,101.26,99.48,101.93,100.42,101.49,102.43,102.23,100.43,99.74,97.96,98.19,100.66,99.7,101.27,102.62,102.14,101.79,101.3,101.0,98.58,98.05,99.37,100.25,99.14,97.51,95.91,95.12,93.82,97.49,96.75,96.51,98.23,98.21,99.97,99.8,99.32,113.72,111.47,111.87,113.1,114.55,113.73,112.17,112.11,111.23,110.23,111.33,112.71,113.63,112.14,111.14,111.31,111.73,115.55,115.19,117.56,118.9,122.89,118.84,120.77,119.8,120.54,124.32,123.55,134.05,139.7,147.54,145.19,140.42,144.78,146.11,144.75,147.36,146.06,144.33,139.72,139.89,139.0,138.41,140.22,134.7,137.29,138.54,132.66,133.48,136.82,131.49,132.81,134.48]",5.412394824298672,40.20999185529837,True,51.39,Bearish P&F breakdown,True,True,6.670539715113488,30.996839133915177,-8.303799743333794,,23545.0,0.5365317874290454,2026-08-17,2026-08-17 15:25 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
TANFACIND-EQ,45.0,0.0,-1.997434028376388,3473.75,45.0,-70.800048828125,156318.75,TANFACIND-EQ,Tanfac Industries,TANFACIND-EQ,TANFACIND.NS,Specialty Chemicals,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-3186.002197265625,3544.550048828125,True,1,45,45,0.0,121415.3325,2698.12,36984.67,30.46,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",TANFACIND.BO,Updated,,3.495145934069093,2026-08-17,True,Leader / hold,80,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is extended; p&f shows a bullish breakout,"[100.0,103.04,102.41,103.71,103.25,103.13,105.42,105.95,109.61,110.28,108.96,110.0,112.88,114.78,112.07,114.93,113.74,114.43,113.29,115.69,111.38,111.33,106.35,99.7,95.57,96.79,99.01,97.92,96.26,97.76,94.07,93.37,93.74,93.7,93.19,89.32,86.41,85.93,90.13,92.36,91.97,90.57,88.95,89.04,89.59,86.03,84.05,88.03,90.43,91.37,93.04,93.98,98.98,99.91,101.31,103.87,106.73,106.03,109.67,109.01,107.87,106.14,105.69,102.13,100.96,101.54,103.02,103.66,103.58,105.47,105.88,113.79,115.84,117.6,118.08,112.45,123.22,119.39,122.95,134.54,131.8,130.33,131.8,130.54,129.97,132.14,137.9,147.82,150.2,147.05]",33.539127389550025,48.517027737037786,True,76.6,Bullish P&F breakout,True,True,34.95112804206919,57.19948493582925,-1.997434028376388,,19031.0,0.5541602787253527,2026-08-17,2026-08-17 15:25 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
VADILALIND,20.0,0.0,-4.361853142340944,7411.0,20.0,-338.0,148220.0,VADILALIND,Vadilal Industries,VADILALIND,VADILALIND.NS,Consumer Staples,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-6760.0,7749.0,True,1,20,20,0.0,148402.65,7420.13,7447.35,5.02,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",VADILALIND.NS,Updated,,3.314065205534978,2026-08-17,True,Leader / hold,100,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,"[100.0,97.84,98.82,97.53,97.95,96.04,95.11,94.94,95.83,95.66,93.78,93.22,92.43,92.82,93.49,92.09,96.05,97.1,96.95,96.76,95.08,94.07,94.06,91.55,90.82,89.49,87.84,87.25,85.0,84.39,82.99,84.9,83.73,85.57,86.16,86.11,86.91,87.5,96.3,105.86,108.34,109.13,110.66,116.9,114.98,116.1,121.22,122.52,121.05,119.76,122.04,121.5,121.96,119.78,124.26,125.85,126.17,126.11,126.32,124.31,119.47,121.18,124.42,124.96,126.4,124.15,123.87,123.45,123.6,131.61,128.03,131.15,130.27,132.7,131.79,131.12,130.45,139.76,140.13,139.8,139.28,136.73,140.61,137.94,140.27,139.81,137.31,147.11,147.59,141.01]",10.42700847791691,60.540176003774526,True,59.94,Bullish P&F breakout,True,True,12.070225025597692,40.61824770108091,-4.7551728569592555,,71899.0,2.037485724649386,2026-08-17,2026-08-17 15:25 IST,Yahoo 5-minute quote,Unusual volume (2.0x 20-day average),2026-08-17T17:15+05:30
MARICO,150.0,0.0,-1.4344408859922275,852.0499877929688,150.0,-12.4000244140625,127807.49816894533,MARICO,Marico,MARICO,MARICO.NS,Consumer Staples,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-1860.003662109375,864.4500122070312,True,1,150,150,0.0,90093.525,600.62,39596.48,43.95,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",MARICO.NS,Updated,,2.8576601179879715,2026-08-17,True,Leader / hold,75,Price is above the 50dma; price is above the 200dma; rsi is in a constructive momentum zone; p&f shows a bullish breakout,"[100.0,99.1,101.51,98.54,98.47,93.88,93.65,94.45,93.91,92.11,90.18,90.62,91.2,90.99,92.2,93.63,95.26,94.27,93.3,93.17,93.46,94.04,96.68,95.49,96.16,96.01,98.13,99.08,98.9,97.94,99.14,98.34,97.21,97.54,97.03,96.03,94.97,95.25,95.61,95.65,94.93,95.51,96.08,96.33,95.96,96.66,95.99,98.16,97.88,96.58,94.18,93.48,92.81,94.32,93.79,92.92,94.76,94.31,95.59,97.6,96.76,97.8,97.87,96.0,95.52,96.6,97.16,98.13,96.11,95.3,96.01,95.32,95.01,95.83,98.19,98.36,97.47,100.05,98.9,100.44,98.45,98.24,95.65,97.04,97.01,96.51,95.49,95.26,96.11,95.34]",-1.0171383532282974,-2.8448101348658272,False,49.21,Bullish P&F breakout,True,True,1.6785203367842172,9.541989183967715,-3.761223099478861,,933710.0,0.5073819423793198,2026-08-17,2026-08-17 15:10 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
BLSE,300.0,0.0,-1.0978559131364365,310.79998779296875,300.0,-3.45001220703125,93239.99633789062,BLSE,BLS E-Services,BLSE,BLSE.NS,Digital Services,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-1035.003662109375,314.25,True,1,300,300,0.0,95815.86,319.39,-1165.86,-1.22,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",BLSE.NS,Updated,,2.084762026903334,2026-08-17,True,Leader / hold,100,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,"[100.0,98.68,96.37,94.7,95.65,93.96,92.44,93.11,93.39,98.39,96.79,95.59,97.07,98.47,98.83,99.29,106.17,102.65,101.54,109.85,111.13,109.6,107.56,107.0,106.59,107.22,104.7,103.64,104.56,104.39,104.51,108.42,110.24,111.9,111.74,112.78,115.81,116.38,119.13,121.19,121.75,122.88,122.43,125.36,125.35,125.85,124.7,125.34,124.18,125.64,121.57,121.73,119.27,120.17,120.43,119.78,119.48,120.23,124.77,124.44,135.34,133.2,139.94,141.22,140.37,139.39,137.48,136.84,137.81,141.57,142.79,140.27,143.64,139.81,149.65,150.9,147.61,155.08,153.45,153.77,155.35,164.44,164.51,160.42,161.34,162.83,161.93,160.89,161.55,159.61]",15.187107422481416,52.44529245827651,True,65.37,Bullish P&F breakout,True,True,17.43732304580716,51.92314273747893,-2.6163265747151887,,250314.0,0.2600580230451714,2026-08-17,2026-08-17 15:25 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
MARUTI,7.0,0.0,-0.5349139800491565,13760.0,7.0,-74.0,96320.0,MARUTI,Maruti Suzuki India,MARUTI,MARUTI.NS,Auto,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-518.0,13834.0,True,1,7,7,0.0,99129.3639,14161.34,-1815.36,-1.83,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",MARUTI.NS,Updated,,2.153628124390292,2026-08-17,True,Monitor,35,Price is above the 50dma; rsi is in a constructive momentum zone,"[100.0,101.14,100.05,100.48,102.6,102.28,101.89,97.93,97.3,97.03,96.68,96.85,96.47,95.61,95.01,95.3,95.12,92.51,95.19,96.43,97.76,96.58,96.58,95.57,95.21,94.31,94.43,93.38,92.11,93.59,92.2,90.97,90.86,91.14,90.86,91.24,91.03,92.04,91.77,91.61,92.11,92.78,92.52,92.78,92.66,93.01,94.0,94.96,94.66,96.45,95.08,94.37,93.06,92.35,92.19,93.24,91.57,95.56,93.6,98.09,99.35,98.53,98.78,98.95,99.51,96.9,94.07,93.8,92.57,91.69,92.08,93.71,94.13,92.64,92.81,93.61,93.89,94.29,96.23,94.54,95.1,95.24,94.99,95.4,95.14,94.35,93.35,93.35,93.56,92.97]",-1.5264299815571314,-1.5493429896211164,False,48.92,"Rising P&F column, no fresh breakout yet",True,False,1.005893751936604,-4.100171598181368,-19.626461644050654,,171785.0,0.4362318919706135,2026-08-17,2026-08-17 15:10 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
NYKAA,360.0,0.0,-1.19335716224509,327.04998779296875,360.0,-3.95001220703125,117737.99560546876,NYKAA,FSN E-Commerce Ventures (Nykaa),NYKAA,NYKAA.NS,Consumer Internet,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-1422.00439453125,331.0,True,1,360,360,0.0,112206.132,311.68,6719.87,5.99,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",NYKAA.NS,Updated,,2.632515143742506,2026-08-17,True,Leader / hold,80,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone,"[100.0,102.67,103.79,101.47,99.9,100.02,100.53,100.32,99.97,99.61,101.02,99.3,98.98,97.13,98.55,100.05,100.95,101.04,100.25,99.96,99.39,101.25,99.92,97.63,98.64,98.54,97.41,98.77,100.25,100.52,100.7,99.36,99.54,100.24,101.11,97.52,95.69,94.47,95.59,98.38,99.38,99.89,98.78,97.21,97.37,98.69,98.35,98.36,100.97,99.35,98.52,101.4,107.25,108.64,108.98,109.5,110.43,109.21,109.88,112.61,111.05,112.4,111.22,111.86,112.46,115.12,115.75,116.51,115.71,114.97,116.3,115.13,114.83,117.03,116.18,116.12,116.88,115.41,117.99,120.12,119.84,117.33,116.73,116.45,112.75,113.12,113.91,114.74,115.54,114.04]",3.257494019172258,17.076152331076845,True,52.45,"Falling P&F column, wait for reversal",True,True,4.97444694505329,20.321421896553616,-5.1754150244702535,,2899401.0,0.4390042664737717,2026-08-17,2026-08-17 15:10 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
TATATECH,200.0,0.0,-3.0245419128455358,841.6500244140625,200.0,-26.25,168330.0048828125,TATATECH,Tata Technologies,TATATECH,TATATECH.NS,Engineering Services,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-5250.0,867.9000244140625,True,1,200,200,0.0,159907.98,799.54,13292.02,8.31,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",TATATECH.NS,Updated,,3.763706734783848,2026-08-17,True,Leader / hold,100,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,"[100.0,98.87,99.4,97.73,97.09,97.13,96.86,97.29,98.53,97.74,95.8,96.51,95.18,93.9,95.94,98.43,94.37,94.83,97.18,98.21,103.61,101.97,100.8,101.01,101.87,101.91,102.99,101.27,101.37,102.9,108.35,108.77,107.38,108.4,108.29,112.35,114.4,113.8,116.74,120.47,120.01,122.33,126.54,129.12,121.91,125.83,122.39,124.39,124.47,123.41,123.62,121.9,119.92,121.07,123.31,121.26,121.92,116.93,111.41,108.4,114.64,115.27,114.14,116.54,114.43,114.27,114.01,120.51,120.52,120.57,121.97,121.14,118.92,112.78,115.04,113.96,117.75,117.61,119.42,119.59,119.95,118.59,126.72,137.62,137.67,135.38,131.46,135.26,136.19,131.94]",8.43065810041701,28.11299906789886,True,61.21,Bullish P&F breakout,True,True,11.280273224984928,28.580263729591906,-4.265483587399443,,668615.0,0.2871371847431881,2026-08-17,2026-08-17 15:30 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
J&KBANK,600.0,0.0,-4.830199841268545,147.97000122070312,600.0,-7.5099945068359375,88782.00073242188,J&KBANK,Jammu & Kashmir Bank,J&KBANK,J&KBANK.NS,Banking,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,-4505.9967041015625,155.47999572753906,True,1,600,600,0.0,91059.72,151.77,2456.28,2.7,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",J&KBANK.NS,Updated,,1.9850852753009065,2026-08-17,True,Risk review,0,Price is above the 200dma; relative strength is below its 50-day average; p&f shows a bearish breakdown,"[100.0,100.42,100.89,102.36,100.62,100.71,102.03,102.39,105.92,103.73,103.91,104.2,104.71,101.54,101.24,102.24,101.42,106.32,102.77,104.22,106.6,105.96,106.58,108.14,105.32,102.54,105.12,102.3,101.75,99.35,102.95,103.22,107.91,107.73,107.25,106.24,108.97,107.91,110.33,110.39,116.28,115.02,115.34,116.93,122.39,122.02,122.04,122.59,122.86,123.72,124.08,123.64,124.01,122.64,122.12,121.28,121.11,122.52,118.26,118.56,124.38,124.92,123.24,123.23,126.77,126.91,143.45,135.74,132.62,136.16,132.88,137.01,135.85,131.81,131.04,133.09,132.65,114.96,114.67,114.71,116.5,115.48,118.76,117.83,114.01,115.19,115.37,115.33,114.49,108.86]",-11.432305672840315,3.5539204370062194,False,36.13,Bearish P&F breakdown,False,True,-9.60241370462086,16.678607152927725,-23.192314607489127,,5513965.0,0.925830942112926,2026-08-17,2026-08-17 15:30 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
EQUITASBNK,1000.0,0.0,0.5367707245007347,74.91999816894531,1000.0,0.4000015258789062,74919.99816894531,EQUITASBNK,Equitas Small Finance Bank,EQUITASBNK,EQUITASBNK.NS,Banking,Monitor,Mapped,Ticker mapped for Yahoo/NSE technical refresh.,400.0015258789063,74.5199966430664,True,1,1000,1000,0.0,82713.0,82.71,-7993.0,-9.66,100.0,100.0,Cost basis available,"Quantity, average price, invested value, and unrealized P&L were supplied in the portfolio export.",EQUITASBNK.NS,Updated,,1.67514342956717,2026-08-17,True,Risk review,0,Price is above the 200dma; relative strength is below its 50-day average; rsi is in a constructive momentum zone; p&f shows a bearish breakdown,"[100.0,99.8,100.89,105.99,102.86,105.72,108.24,109.77,108.86,108.53,105.95,107.55,107.64,109.61,109.66,111.53,110.0,110.6,111.46,117.5,116.83,119.07,117.08,115.69,112.39,112.08,112.48,110.79,110.75,108.83,109.89,109.44,111.21,107.06,108.7,111.3,114.43,112.99,113.07,113.59,116.09,117.88,121.03,123.62,122.37,121.7,119.15,123.15,126.19,125.9,125.36,123.45,122.61,121.08,123.0,122.6,120.26,119.85,120.64,122.49,122.44,120.77,122.18,124.86,122.83,123.31,128.18,129.26,125.09,124.68,121.17,122.01,123.7,124.78,124.52,123.99,116.88,113.81,113.32,117.29,118.03,117.05,118.17,116.51,116.12,114.95,114.35,116.21,114.87,115.37]",-4.574120287286232,2.5683482278276326,False,46.36,Bearish P&F breakdown,False,True,-2.337284768908887,11.52427158645497,-9.811004641651277,,1230579.0,0.3718525817770088,2026-08-17,2026-08-17 15:25 IST,Yahoo 5-minute quote,,2026-08-17T17:15+05:30
